18:64:72:22:c2:51	-67	-1.4598739198947002	0.2940799446349871
30:fc:68:00:25:99	-40	-1.4598739198947002	0.2940799446349871
d0:76:e7:53:ed:ff	-50	-1.4598739198947002	0.2940799446349871
18:64:72:22:4f:d1	-87	-1.4598739198947002	0.2940799446349871
18:64:72:22:68:91	-58	-1.4598739198947002	0.2940799446349871
18:64:72:22:b6:f1	-79	-1.4598739198947002	0.2940799446349871
18:64:72:22:6b:71	-64	-1.4598739198947002	0.2940799446349871
18:64:72:22:b9:71	-68	-1.4598739198947002	0.2940799446349871
b0:6e:bf:a7:81:dd	-52	-1.4598739198947002	0.2940799446349871
18:64:72:22:6b:91	-52	-1.4598739198947002	0.2940799446349871
18:64:72:22:b6:91	-45	-1.4598739198947002	0.2940799446349871
18:64:72:22:24:d1	-68	-1.4598739198947002	0.2940799446349871
18:64:72:22:c2:41	-68	-1.4598739198947002	0.2940799446349871
f8:e9:03:ba:ad:a2	-66	-1.4598739198947002	0.2940799446349871
48:7d:2e:a5:a4:6c	-43	-1.4598739198947002	0.2940799446349871
18:64:72:22:b9:61	-67	-1.4598739198947002	0.2940799446349871
18:64:72:22:4f:c1	-77	-1.4598739198947002	0.2940799446349871
30:fc:68:00:25:94	-34	-1.4598739198947002	0.2940799446349871
18:64:72:22:6b:61	-62	-1.4598739198947002	0.2940799446349871
28:6c:07:0f:37:41	-56	-1.4598739198947002	0.2940799446349871
18:64:72:22:9c:c1	-61	-1.4598739198947002	0.2940799446349871
c8:3a:35:39:ba:30	-65	-1.4598739198947002	0.2940799446349871
d0:76:e7:53:ed:fd	-45	-1.4598739198947002	0.2940799446349871
48:7d:2e:ce:56:f3	-43	-1.4598739198947002	0.2940799446349871
2a:6c:07:d8:ae:9f	-84	-1.4598739198947002	0.2940799446349871

18:64:72:22:c2:51	-74	-0.40793760961150083	0.3031109076750804
30:fc:68:00:25:99	-41	-0.40793760961150083	0.3031109076750804
d0:76:e7:53:ed:ff	-47	-0.40793760961150083	0.3031109076750804
18:64:72:22:9c:d1	-58	-0.40793760961150083	0.3031109076750804
18:64:72:22:68:91	-62	-0.40793760961150083	0.3031109076750804
18:64:72:22:b6:f1	-84	-0.40793760961150083	0.3031109076750804
18:64:72:22:6b:71	-66	-0.40793760961150083	0.3031109076750804
18:64:72:22:b9:71	-72	-0.40793760961150083	0.3031109076750804
b0:6e:bf:a7:81:dd	-50	-0.40793760961150083	0.3031109076750804
18:64:72:22:6b:91	-64	-0.40793760961150083	0.3031109076750804
18:64:72:22:24:d1	-69	-0.40793760961150083	0.3031109076750804
f8:e9:03:ba:ad:a2	-66	-0.40793760961150083	0.3031109076750804
18:64:72:22:b6:e1	-76	-0.40793760961150083	0.3031109076750804
48:7d:2e:a5:a4:6c	-49	-0.40793760961150083	0.3031109076750804
18:64:72:22:c2:41	-69	-0.40793760961150083	0.3031109076750804
18:64:72:22:b9:61	-77	-0.40793760961150083	0.3031109076750804
30:fc:68:00:25:94	-32	-0.40793760961150083	0.3031109076750804
18:64:72:22:b6:91	-45	-0.40793760961150083	0.3031109076750804
c8:3a:35:39:ba:30	-69	-0.40793760961150083	0.3031109076750804
18:64:72:22:6b:81	-68	-0.40793760961150083	0.3031109076750804
18:64:72:22:b6:81	-51	-0.40793760961150083	0.3031109076750804
48:7d:2e:ce:56:f3	-49	-0.40793760961150083	0.3031109076750804
d0:76:e7:53:ed:fd	-41	-0.40793760961150083	0.3031109076750804
18:64:72:22:68:81	-64	-0.40793760961150083	0.3031109076750804

18:64:72:22:c2:51	-72	-0.6566429336461819	0.30803864529732494
